AREA_SQ_MI,AREA_ACRE,PERIMETER,Trigger_,Shape__Area,Shape__Length,OBJECTID,NAME,FIELD_CODE,StartDate,EndDate,NoticeDate,District_pre2018,District,District_Label
5.63,860.81,834,,5115330.45982181,10840.0480234974,802,White Wolf,834,1111/01/01 00:00:00+00,,,4,Inland,Inland District
17.04,6428.94,858,,39070463.6032019,33571.1396677471,803,Yowlumne,858,1111/01/01 00:00:00+00,,,4,Inland,Inland District
11.03,3547,0,,21629899.5433717,21824.0398512702,804,Rose,617,1111/01/01 00:00:00+00,,,4,Inland,Inland District
82,65516.01,464,,396084903.606262,161564.634444876,805,Midway-Sunset,464,2005/02/23 00:00:00+00,,,4,Inland,Inland District
8.73,5587.02,13.19,,36348797.3553891,26919.6717503489,806,Union Island Gas,802,1111/01/01 00:00:00+00,,,6,Northern,Northern District
12.6,8063.79,16.8,,52839086.9714289,34606.9931246894,807,McMullin Ranch Gas,456,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.11,712.18,4.22,,4591256.7561393,8579.311089257,810,Lathrop Southeast Gas (ABD),392,1111/01/01 00:00:00+00,,,6,Northern,Northern District
8.19,5240.43,13.83,,34132640.7022101,28260.3515232497,811,Lathrop Gas,390,1111/01/01 00:00:00+00,,,6,Northern,Northern District
4.25,2719.79,10.13,,17697075.4171272,20674.1337050559,812,French Camp Gas,254,1111/01/01 00:00:00+00,,,6,Northern,Northern District
6.92,4429,11.36,,28524516.6560061,23085.7050194818,813,Stockton Gas (ABD),719,1986/01/16 00:00:00+00,,1986/01/16 00:00:00+00,6,Northern,Northern District
13.99,8953.56,20.9,,57621650.2360833,42563.655545223,815,Vernalis Gas,816,1111/01/01 00:00:00+00,,,6,Northern,Northern District
0.96,617.28,3.93,,3984716.48863035,7988.86877268857,816,"Vernalis, SW, Gas (ABD)",818,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.83,1168.69,6.62,,7649017.93718915,13548.0756615366,817,Harte Gas (ABD),294,1111/01/01 00:00:00+00,,,6,Northern,Northern District
8.94,5720.84,11.95,,37304949.7753524,24425.3039727234,818,Brentwood,072,1990/10/04 00:00:00+00,,1990/10/04 00:00:00+00,6,Northern,Northern District
1.52,971.07,5.05,,6174592.55270213,10170.4011351481,819,Bixler Gas (ABD),059,1993/12/21 00:00:00+00,,1993/12/21 00:00:00+00,6,Northern,Northern District
1.11,712.55,4.53,,4626857.96639874,9129.41783388433,820,Knightsen Gas (ABD),359,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.22,778.71,4.91,,5230807.71563095,10221.3786139872,821,Oakley Gas (ABD),510,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.81,1157.57,6.2,,7668252.73257435,12695.2328013094,823,"Brentwood, East, Gas",073,1111/01/01 00:00:00+00,,,6,Northern,Northern District
0.97,618.71,3.93,,4272794.64313019,8263.1820499267,825,Sand Mound Slough Gas (ABD),659,1982/01/25 00:00:00+00,,1982/01/25 00:00:00+00,6,Northern,Northern District
1.23,789.56,5.91,,5178681.18987127,12162.3423114798,826,"Oakley, South, Gas",717,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.07,1966.03,8.07,,12759398.8783128,16441.7422189957,827,Livermore,404,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.55,990.6,5.09,,6410104.95074145,10354.9064767363,828,Hospital Nose Gas (ABD),314,1111/01/01 00:00:00+00,,,6,Northern,Northern District
10.63,6805.71,17.98,,43952763.1587527,37052.0341132,829,Sherman Island Gas,706,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.61,2311.09,8.8,,15200342.7512227,18057.1343621941,830,Liberty Island Gas (ABD),400,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.03,1299.5,6.02,,8556450.42190568,12361.4779880314,831,Liberty Cut Gas (ABD),398,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.95,1889.52,6.93,,12394419.0202801,14204.8181826087,832,Cache Slough Gas (ABD),094,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.38,1525.68,7.81,,10405082.3642985,16317.0641964989,834,Snodgrass Slough Gas (ABD),709,1993/12/21 00:00:00+00,,1993/12/21 00:00:00+00,6,Northern,Northern District
4.71,3011.82,9.94,,19812770.1936169,20394.4298311585,835,Grand Island Gas,276,1111/01/01 00:00:00+00,,,6,Northern,Northern District
17.67,11305.76,19.08,,74528036.2042002,39148.6732941245,838,Maine Prairie Gas,442,1111/01/01 00:00:00+00,,,6,Northern,Northern District
19.73,12626.5,23.44,,82858026.1207324,48155.6937423297,839,Lindsey Slough Gas,402,1111/01/01 00:00:00+00,,,6,Northern,Northern District
75.99,48636.35,39.79,,318685570.810491,81273.7499348039,840,Rio Vista Gas,606,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.33,1491.77,6.11,,9829445.17588213,12559.3823370033,841,Merritt Island Gas (ABD),460,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.44,923.92,4.88,,6595957.62808389,10515.4174404156,842,King Island Gas,351,1987/04/06 00:00:00+00,,1987/04/06 00:00:00+00,6,Northern,Northern District
2.78,1782.08,7.33,,11657477.2361577,14990.5501915173,843,East Islands Gas,225,1111/01/01 00:00:00+00,,,6,Northern,Northern District
7.53,4817.84,13.1,,31714417.7267186,26899.6058391706,845,Lodi Gas,408,1111/01/01 00:00:00+00,,,6,Northern,Northern District
5.08,3248.47,10.03,,21324984.2800327,20601.0129671385,846,Galt Gas (ABD),264,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.31,1475.24,6.07,,9683884.90209785,12450.7058492054,847,"Lodi, Southeast, Gas (ABD)",411,1985/11/22 00:00:00+00,,1985/11/22 00:00:00+00,6,Northern,Northern District
1,641.07,4,,4195475.95989973,8195.18967957482,848,Lodi Airport Gas (ABD),409,1111/01/01 00:00:00+00,,,6,Northern,Northern District
8.13,5203.21,15.04,,34299280.6085916,30883.0904863238,849,Bunker Gas,082,1111/01/01 00:00:00+00,,,6,Northern,Northern District
7.51,4805.88,14.98,,31568184.0488859,30745.0370187844,850,Denverton Creek Gas,202,1111/01/01 00:00:00+00,,,6,Northern,Northern District
0.96,615.64,3.92,,4087278.01648583,8086.7451533835,851,Denverton Gas (ABD),200,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.48,946.42,4.93,,6133036.65128827,10039.6792576047,852,"Kirby Hill, North, Gas (ABD)",354,1111/01/01 00:00:00+00,,,6,Northern,Northern District
0.99,635.81,3.99,,4307829.92511159,8302.78066972241,853,Potrero Hills Gas (ABD),570,1111/01/01 00:00:00+00,,,6,Northern,Northern District
6.62,4235.75,13.89,,27816970.3027213,28489.8999976183,854,Kirby Hill Gas,352,1111/01/01 00:00:00+00,,,6,Northern,Northern District
4.53,2899.96,9.09,,19002977.098909,18596.7153748587,855,Suisun Bay Gas,722,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.95,1891.05,7.06,,12375101.7933118,14461.2997971159,856,Ryer Island Gas,634,1111/01/01 00:00:00+00,,,6,Northern,Northern District
14.05,8993.71,18.24,,60816477.3651868,37649.5749105502,858,Kirk Gas,356,1111/01/01 00:00:00+00,,,6,Northern,Northern District
19.12,12234.68,20.54,,83314638.5628218,42703.4777729336,863,Sutter Buttes Gas,730,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.41,1542.92,6.4,,10559618.5700646,13373.4371813135,864,Artois Gas (ABD),030,1111/01/01 00:00:00+00,,,6,Northern,Northern District
6.45,4127.41,11.91,,28171562.8289918,24909.9785756862,865,"Greenwood, South, Gas (ABD)",713,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.99,1273.08,6,,7809921.87970574,12126.9410452733,866,"Larkin, West, Gas",380,1111/01/01 00:00:00+00,,,6,Northern,Northern District
0.98,624.21,3.95,,4230074.00497954,8231.86775428263,867,"Compton Landing, S., Gas (ABD)",164,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.03,656.8,4.05,,4447173.87189016,8435.86278948461,868,Peace Valley Gas (ABD),535,1111/01/01 00:00:00+00,,,6,Northern,Northern District
12.9,8258.41,26.13,,55866262.2239219,54393.9765220299,869,Compton Landing Gas,162,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.12,718.29,4.24,,4834151.66230955,8820.18666499399,870,Little Butte Creek Gas,403,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.71,2371.57,7.96,,16359039.0186775,16800.7459791183,871,Schohr Ranch Gas (ABD),686,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.19,1399.93,6.99,,9695627.47339688,14731.7284981906,872,Stegeman Gas,715,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.85,2461.12,10.13,,16808589.0005913,21147.4335929517,873,Princeton Gas,574,1111/01/01 00:00:00+00,,,6,Northern,Northern District
5.39,3452.61,13.02,,23943105.0828003,27540.7780119414,874,Bounde Creek Gas,062,1111/01/01 00:00:00+00,,,6,Northern,Northern District
0.51,324.77,3.02,,2187253.8063708,6287.66579110685,875,"Afton, South, Gas (ABD)",004,1111/01/01 00:00:00+00,,,6,Northern,Northern District
8.84,5659.11,14.87,,38418049.4679196,30939.8309915942,876,Afton Gas,002,1111/01/01 00:00:00+00,,,6,Northern,Northern District
63.28,40500.27,43.61,,271759195.025945,90071.3567172266,877,Willows-Beehive Bend Gas,846,1111/01/01 00:00:00+00,,,6,Northern,Northern District
8.3,5313.57,12.98,,36033983.4609885,26954.1626767319,878,Llano Seco Gas (ABD),406,1111/01/01 00:00:00+00,,,6,Northern,Northern District
6.02,3850.78,10,,26297328.7859158,20910.874033334,879,Perkins Lake Gas (ABD),536,1111/01/01 00:00:00+00,,,6,Northern,Northern District
8.94,5723.5,13.43,,39139325.1486405,28060.9307630226,880,Durham Gas,216,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.01,648.75,4.03,,4441562.81677494,8426.13170972266,881,Chico Gas (ABD),138,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.99,1274.89,6.01,,8351655.42402715,12309.4568267467,884,Honker Gas (ABD),306,1111/01/01 00:00:00+00,,,6,Northern,Northern District
7.02,4490.12,11.18,,29335387.0390945,22783.8846730428,885,Los Medanos Gas,430,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.75,1116.81,5.33,,7311573.05016086,10910.3437684144,886,Concord Gas (ABD),168,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.8,1792.96,7.62,,11367330.8297592,15313.6428627492,887,Willow Pass Gas (ABD),842,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.96,1253.31,5.94,,8127009.24197272,12110.1809050209,888,Mulligan Hill Gas (ABD),492,1111/01/01 00:00:00+00,,,6,Northern,Northern District
20.01,12806.07,31.17,,85521409.3412352,64124.7175859265,891,Todhunters Lake Gas,778,1111/01/01 00:00:00+00,,,6,Northern,Northern District
7.64,4890.33,17.35,,32702467.2954403,35846.72798881,892,Putah Sink Gas,576,1111/01/01 00:00:00+00,,,6,Northern,Northern District
12.12,7757.89,19.27,,51653394.0793199,39838.9336835894,893,Sacramento Airport Gas,636,1111/01/01 00:00:00+00,,,6,Northern,Northern District
0.96,615.2,3.98,,4139039.35124011,8166.86811338313,894,Fremont Landing Gas (ABD),253,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.46,932.62,5.81,,6289529.55980286,12217.3898332974,895,Rio Jesus Gas (ABD),604,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.24,796.28,4.94,,5220008.88708424,10046.1795656804,897,Sacramento By-Pass Gas (ABD),638,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.82,2447.49,8.05,,16114896.8660077,16564.4134422228,898,Greens Lake Gas (ABD),278,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.76,1126.58,5.99,,7502199.39991011,12458.6287531562,899,Winchester Lake Gas,850,1111/01/01 00:00:00+00,,,6,Northern,Northern District
7.5,4800.22,13.98,,31575914.7663206,28725.5508046077,900,Clarksburg Gas,148,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.97,1899.54,7.94,,12683203.4300754,16474.0026342449,901,Freeport Gas (ABD),252,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.22,2060.92,9.01,,13700979.2471462,18711.2609634493,902,Stone Lake Gas (ABD),718,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2,1278.98,6,,8378884.31419838,12298.7109855382,903,Merritt Gas,458,1111/01/01 00:00:00+00,,,6,Northern,Northern District
4.66,2980.08,12.83,,19589920.1645324,26145.7280239223,904,Davis Southeast Gas,192,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.5,960.49,5.01,,6357709.26856876,10281.9074780782,906,Florin Gas (ABD),249,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.82,1802.95,7.1,,11774906.0925182,14500.1539850368,907,Poppy Ridge Gas (ABD),564,1111/01/01 00:00:00+00,,,6,Northern,Northern District
4.6,2944.55,9.5,,19558170.8432906,19657.2924008642,908,Pleasant Creek Gas,556,1111/01/01 00:00:00+00,,,6,Northern,Northern District
16.59,10615.78,20.15,,71071355.2333706,41692.5307829948,909,Dunnigan Hills Gas,214,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.74,1116.01,6,,7469824.70796604,12411.2970770487,910,Dufour Gas (ABD),212,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.18,2034.85,8.27,,13561608.6007639,17080.5862820461,911,Madison Gas (ABD),552,1111/01/01 00:00:00+00,,1983/07/21 00:00:00+00,6,Northern,Northern District
3.69,2361.08,9.91,,15656460.3210568,20482.5041357768,913,Zamora Gas (ABD),862,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.15,1376.63,5.87,,9663580.62728228,12434.7766831454,914,"Zamora, North, Gas (ABD)",864,1985/11/15 00:00:00+00,,,6,Northern,Northern District
1.79,1144.12,6.05,,7725964.67685011,12576.6674307368,915,Howells Point Gas,317,1981/03/10 00:00:00+00,,1981/03/10 00:00:00+00,6,Northern,Northern District
6.78,4342.23,11.96,,28861320.974573,24709.5265205951,916,Harlan Ranch Gas (ABD),293,1111/01/01 00:00:00+00,,,6,Northern,Northern District
5.09,3255.14,9.85,,21721747.6152114,20361.5094390938,919,Dixon Gas (ABD),206,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.93,1234.49,5.88,,8218632.29437404,12196.7319660212,920,"Dixon, East, Gas (ABD)",207,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.5,2237.15,7.98,,14793639.3113103,16487.2791541056,921,Woodland Gas (ABD),854,1111/01/01 00:00:00+00,,,6,Northern,Northern District
8.57,5484.1,16.05,,36930321.1796366,33351.8694511169,922,Sycamore Slough Gas,736,1111/01/01 00:00:00+00,,,6,Northern,Northern District
4.14,2651.63,8.89,,17774250.1725314,18359.0160232225,923,Tremont Gas (ABD),788,1111/01/01 00:00:00+00,,,6,Northern,Northern District
12.79,8184.22,18.27,,55204486.2172791,37428.0050102781,924,Eldorado Bend Gas (ABD),227,1993/12/21 00:00:00+00,,1993/12/21 00:00:00+00,6,Northern,Northern District
2.73,1749.8,7.53,,11668826.5923461,15616.5322502144,925,Sugarfield Gas,721,1111/01/01 00:00:00+00,,,6,Northern,Northern District
4.58,2932.8,11.09,,19131388.9426134,22772.7637214301,926,Karnak Gas,335,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.31,835.27,5.32,,5653421.63755819,11008.5263431234,927,Verona Gas (ABD),821,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1,638.01,3.99,,4285344.20558667,8285.31590713188,928,Catlett Gas (ABD),129,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.3,832.06,5.07,,5310049.58312255,10303.1531375175,929,Robbins Gas,615,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.9,1855.89,6.9,,12671040.0460332,14397.774565198,930,Nicolaus Gas,506,1111/01/01 00:00:00+00,,,6,Northern,Northern District
5.55,3550.01,11.06,,23965455.3021943,22931.8481526442,931,Pierce Road Gas,541,1990/02/07 00:00:00+00,,1990/02/07 00:00:00+00,6,Northern,Northern District
1.74,1112.57,5.97,,7581886.22299085,12442.3356644254,935,Butte Sink Gas,088,1111/01/01 00:00:00+00,,,6,Northern,Northern District
8.26,5287.62,17.98,,35826804.3892368,37442.3725969271,936,Moon Bend Gas,482,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.58,355.22,146,,2435815.17735991,6925.38743401186,938,Cienaga Canyon,146,2012/07/02 00:00:00+00,,2011/01/12 00:00:00+00,4,Inland,Inland District
2.52,1615.22,7.02,,10852927.3711622,14559.8964470666,939,Wild Goose Gas,840,1111/01/01 00:00:00+00,,,6,Northern,Northern District
10.49,6711.45,16.57,,46150018.1815886,34659.0196688001,941,Kirkwood Gas,358,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.7,1726.51,7.93,,11892295.2064753,16638.0124228825,943,Orland Gas,528,1111/01/01 00:00:00+00,,,6,Northern,Northern District
7.25,4642.89,14.04,,31772921.0625901,29397.5183446668,944,Rancho Capay Gas,590,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.92,2508.97,7.96,,17316101.9942977,16725.8083889645,946,"Corning, South, Gas",176,1111/01/01 00:00:00+00,,,6,Northern,Northern District
7.99,5116.22,12,,35258864.4876447,25200.4289237177,947,Corning Gas (ABD),174,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.98,1910.27,8.96,,13093823.4815424,18779.5655236434,948,Greenwood Gas (ABD),281,1111/01/01 00:00:00+00,,,6,Northern,Northern District
7.83,5014.39,13.92,,35422785.2439328,29455.8679317555,949,Tompkins Hill Gas,780,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2.79,1782.76,10.12,,12536672.71059,21439.8723972314,950,Table Bluff Gas (ABD),738,1111/01/01 00:00:00+00,,,6,Northern,Northern District
7.78,4976.86,13.74,,30084836.0448268,26942.257288807,951,Petaluma (ABD),538,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1,639.22,4,,4202022.47344664,8211.41949533571,952,Cotati Gas (ABD),177,1985/02/15 00:00:00+00,,1995/02/15 00:00:00+00,6,Northern,Northern District
1,643.01,4.01,,4385213.74006174,8350.37689271225,953,Bullock Bend Gas (ABD),079,1998/02/27 00:00:00+00,,1998/02/27 00:00:00+00,6,Northern,Northern District
5.27,3372.25,12.41,,22244824.117234,25530.1107954626,955,Willow Slough Gas,844,1111/01/01 00:00:00+00,,,6,Northern,Northern District
9.98,6385.67,16.53,,42732173.4357103,34176.0321275851,956,Crossroads Gas (ABD),183,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.55,992.58,5.08,,6465595.25001477,10361.6820037154,957,"Tracy, West, Gas (ABD)",787,1998/02/27 00:00:00+00,,1998/02/27 00:00:00+00,6,Northern,Northern District
1.99,1271.78,6.01,,8816123.54596989,12649.7750536739,958,Red Bank Creek Gas (ABD),592,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.2,2050.99,7.95,,13996022.2013181,16621.0830035182,959,Wilson Creek Gas (ABD),847,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.72,1098.25,7.82,,6837999.93666296,12984.7794136673,960,Oil Creek,518,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.78,2421.3,10.05,,15546481.1918713,20301.4563467814,961,La Honda,370,1111/01/01 00:00:00+00,,,6,Northern,Northern District
5.31,3396.21,12.3,,21843905.385574,24956.3058661177,962,Half Moon Bay,290,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.48,946.88,4.98,,6616290.45097935,10513.54474025,963,Petrolia,540,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.03,659.52,4.06,,4373209.50368825,8371.59569647911,964,"Collegeville, East, Gas
 Gas",149,1111/01/01 00:00:00+00,,,6,Northern,Northern District
1.01,643.4,4.01,,4065256.39348943,8075.56827965599,965,Lone Tree Creek Gas,413,1111/01/01 00:00:00+00,,,6,Northern,Northern District
3.08,1974.05,7.11,,12914259.2113536,14546.6678356709,966,Pinole Point (ABD),542,1111/01/01 00:00:00+00,,,6,Northern,Northern District
2,1280.35,5.99,,8482880.05062536,12344.5395821493,967,Medora Lake Gas,455,2005/02/16 00:00:00+00,,2005/02/16 00:00:00+00,6,Northern,Northern District
2.02,1290.45,6.02,,9083900.26923387,12773.2114839673,968,Grizzly Bluff Gas,287,2005/02/16 00:00:00+00,,2005/02/16 00:00:00+00,6,Northern,Northern District
1.5,959.89,4.98,,6340451.03856502,10236.0562494754,969,Hood-Franklin Gas,309,2007/07/09 00:00:00+00,,2007/07/09 00:00:00+00,6,Northern,Northern District
5.58,3569.39,13.14,,23309542.078527,26905.1014064972,970,Rindge Tract Gas,603,2007/07/09 00:00:00+00,,2007/07/09 00:00:00+00,6,Northern,Northern District
9.98,0,16.96,,39387964.1441886,33817.8602285229,971,Kettleman Middle Dome,346,1111/01/01 00:00:00+00,,,5,Inland,Inland District
7.27,0,11.52,,28779472.8170051,22939.5589299496,972,Dudley Ridge Gas (ABD),210,1111/01/01 00:00:00+00,,,5,Inland,Inland District
1.99,0,5.97,,7906650.09358487,11905.73735485,973,Kettleman City (ABD),344,1111/01/01 00:00:00+00,,,5,Inland,Inland District
10.64,0,17.09,,41893360.2129514,33950.6993946193,974,Pyramid Hills,578,1111/01/01 00:00:00+00,,,5,Inland,Inland District
6.03,0,10.01,,23895886.4136148,19982.3788412091,975,Harvester Gas (ABD),296,1111/01/01 00:00:00+00,,,5,Inland,Inland District
5.3,0,11.25,,20353012.8481829,22176.1387984817,976,"Trico, Northwest, Gas (ABD)",792,1111/01/01 00:00:00+00,,,5,Inland,Inland District
4.2,0,8.2,,16631467.0248449,16335.5661096931,977,Westhaven (ABD),831,1111/01/01 00:00:00+00,,,5,Inland,Inland District
8.9,0,12.11,,35336147.4097063,24122.5633818452,978,Tulare Lake,794,1982/08/17 00:00:00+00,,1982/08/17 00:00:00+00,5,Inland,Inland District
1.21,0,4.94,,4846036.98124561,9854.11995759775,979,Kreyenhagen (ABD),366,1111/01/01 00:00:00+00,,,5,Inland,Inland District
21.36,0,22.68,,80605758.7894254,43111.8159303466,980,Jacalitos,326,1111/01/01 00:00:00+00,,,5,Inland,Inland District
15.3,0,20.17,,60940250.8677291,40210.1038860804,981,Guijarral Hills,288,1111/01/01 00:00:00+00,,,5,Inland,Inland District
4.29,0,9.04,,16948886.6989489,17984.6488405586,982,Pleasant Valley,558,1986/02/03 00:00:00+00,,1986/02/03 00:00:00+00,5,Inland,Inland District
21.1,0,26.86,,83715401.5070441,53662.7089806969,983,"Coalinga, East, Extension",152,1986/02/03 00:00:00+00,,1986/02/03 00:00:00+00,5,Inland,Inland District
15.56,0,15.97,,311240341.486701,85645.4968459233,984,Coalinga,150,1111/01/01 00:00:00+00,,,5,Inland,Inland District
1,0,4.01,,4021481.21304282,8021.77640684859,985,Hanford (ABD),292,1111/01/01 00:00:00+00,,,5,Inland,Inland District
1.54,0,5.05,,6181340.0029538,10132.2731720544,986,Turk Anticline (ABD),800,1111/01/01 00:00:00+00,,,5,Inland,Inland District
6.11,0,10.08,,24174213.4877009,20088.4761706598,987,Cantua Creek (ABD),112,1111/01/01 00:00:00+00,,,5,Inland,Inland District
1.47,0,4.94,,6068341.15276729,10046.7169348413,988,Cantua Nueva (ABD),113,1981/01/01 00:00:00+00,,1981/04/16 00:00:00+00,5,Inland,Inland District
4.74,0,9.21,,18978540.4007711,18432.6099005217,989,"San Joaquin, Northwest, Gas (ABD)",656,1111/01/01 00:00:00+00,,,5,Inland,Inland District
7.92,0,11.95,,31873791.9480053,24055.3692094186,990,Cheney Ranch Gas (ABD),134,1111/01/01 00:00:00+00,,,5,Inland,Inland District
3.92,0,7.95,,15818026.2714225,15951.0100369192,991,Camden,100,1111/01/01 00:00:00+00,,,5,Inland,Inland District
1.03,0,4.06,,4028591.13094955,8029.28706775619,992,Five Points (ABD),248,1111/01/01 00:00:00+00,,,5,Inland,Inland District
1.14,0,5.46,,4539012.74223122,11029.0471662269,993,"Burrel, Southeast",086,1111/01/01 00:00:00+00,,,5,Inland,Inland District
2.52,0,8.08,,10074494.9335696,16093.9582167954,994,Burrel,084,1111/01/01 00:00:00+00,,,5,Inland,Inland District
5.65,0,16.94,,22699327.3369531,34012.4470314218,996,Riverdale,614,1111/01/01 00:00:00+00,,,5,Inland,Inland District
11.61,0,23.06,,46514316.1565209,46218.8539400473,998,Raisin City,584,1111/01/01 00:00:00+00,,,5,Inland,Inland District
1.72,0,9.45,,7020019.57774274,12018.7662716023,999,San Joaquin,654,1111/01/01 00:00:00+00,,,5,Inland,Inland District
10,0,14.09,,40910103.8499974,28308.7726247178,1000,Gill Ranch Gas,266,1111/01/01 00:00:00+00,,,5,Northern,Northern District
13.85,0,24,,56358160.7241978,48537.1819806989,1002,Moffat Ranch Gas,470,2008/03/17 00:00:00+00,,2008/03/17 00:00:00+00,5,Northern,Northern District
